,u,i,ts,label,idx
31099,2831,2912,1144111920.0,1,31100
31100,3020,2912,1144116300.0,1,31101
31101,2229,2912,1144124520.0,-1,31102
31102,1305,2912,1144157160.0,1,31103
31103,2516,2912,1144157640.0,1,31104
31104,1006,2912,1144161540.0,1,31105
31105,3032,2912,1144171800.0,1,31106
31106,1799,2912,1144174260.0,1,31107
31107,2940,2912,1144198200.0,1,31108
31108,2700,2912,1144208820.0,1,31109
31109,2703,2912,1144211640.0,1,31110
31110,3033,2912,1144220460.0,1,31111
31111,3034,2912,1144223220.0,1,31112
31112,2691,2912,1144245960.0,1,31113
31113,2474,2912,1144250160.0,1,31114
31114,2507,2912,1144258740.0,1,31115
31115,3035,2912,1144331220.0,1,31116
31116,1734,2912,1144354380.0,1,31117
31117,346,2912,1144356840.0,1,31118
31118,2488,2912,1144358220.0,1,31119
31119,1661,2912,1144433580.0,1,31120
31120,2332,2912,1144447800.0,1,31121
31121,2713,2912,1144448640.0,1,31122
31122,2135,2912,1144457640.0,1,31123
31123,1487,2912,1144474500.0,1,31124
31124,2967,2912,1144520640.0,1,31125
31125,2696,2912,1144566240.0,1,31126
31126,1200,2912,1144591980.0,1,31127
31127,1492,2912,1144594980.0,1,31128
31128,2594,2256,1141589160.0,1,31129
31129,2174,2256,1141589400.0,1,31130
31130,1291,2256,1141590300.0,1,31131
31131,988,2256,1141590660.0,1,31132
31132,1922,2256,1141590780.0,-1,31133
31133,2236,2256,1141591020.0,1,31134
31134,1167,2256,1141591140.0,-1,31135
31135,1816,2256,1141595520.0,1,31136
31136,2497,2256,1141596900.0,1,31137
31137,1549,2256,1141600680.0,1,31138
31138,2116,2256,1141612260.0,-1,31139
31139,3037,2256,1141615020.0,1,31140
31140,122,2256,1141617120.0,1,31141
31141,1166,2256,1141618380.0,-1,31142
31142,1808,2256,1141625400.0,1,31143
31143,1297,2256,1141628340.0,-1,31144
31144,2840,2256,1141628520.0,1,31145
31145,2371,2256,1141628820.0,-1,31146
31146,1583,2256,1141636740.0,1,31147
31147,2618,2256,1141640640.0,1,31148
31148,2688,2256,1141641480.0,1,31149
31149,2665,2256,1141644180.0,1,31150
31150,1097,2256,1141649100.0,1,31151
31151,2365,2256,1141651380.0,1,31152
31152,2565,2256,1141651500.0,1,31153
31153,2541,2256,1141662420.0,1,31154
31154,766,2256,1141664100.0,1,31155
31155,3017,2256,1141666620.0,1,31156
31156,2411,2256,1141667580.0,1,31157
31157,2375,2256,1141668180.0,1,31158
31158,1875,2256,1141670820.0,1,31159
31159,1820,2256,1141672980.0,1,31160
31160,2923,2256,1141676580.0,1,31161
31161,1500,2256,1141681980.0,1,31162
31162,2230,2256,1141683600.0,1,31163
31163,1614,2256,1141684560.0,1,31164
31164,727,2256,1141686300.0,1,31165
31165,2237,2256,1141687080.0,1,31166
31166,1972,2256,1141687500.0,1,31167
31167,2299,2256,1141688760.0,1,31168
31168,3018,2256,1141694280.0,1,31169
31169,2871,2256,1141697460.0,-1,31170
31170,1767,2256,1141698780.0,1,31171
31171,2831,2256,1141700280.0,1,31172
31172,2135,2256,1141701240.0,1,31173
31173,2118,2256,1141701780.0,1,31174
31174,1537,2256,1141704420.0,1,31175
31175,3038,2256,1141715400.0,1,31176
31176,1700,2256,1141721700.0,-1,31177
31177,3039,2256,1141725900.0,1,31178
31178,2560,2256,1141727580.0,1,31179
31179,2704,2256,1141730400.0,-1,31180
31180,784,2256,1141744260.0,1,31181
31181,2967,2256,1141750140.0,1,31182
31182,2822,2256,1141752180.0,1,31183
31183,1098,2256,1141758660.0,1,31184
31184,2384,2256,1141761780.0,1,31185
31185,841,2256,1141762620.0,-1,31186
31186,2240,2256,1141762920.0,1,31187
31187,2072,2256,1141770840.0,1,31188
31188,1135,2256,1141770960.0,1,31189
31189,3040,2256,1141771320.0,1,31190
31190,2662,2256,1141772160.0,1,31191
31191,2646,2256,1141776120.0,1,31192
31192,1305,2256,1141777020.0,1,31193
31193,1885,2256,1141777800.0,1,31194
31194,2790,2256,1141778880.0,1,31195
31195,2485,2256,1141782420.0,1,31196
31196,3041,2256,1141790820.0,1,31197
31197,2531,2256,1141805160.0,-1,31198
31198,1492,2256,1141814580.0,1,31199
31199,2549,2256,1141826820.0,1,31200
31200,1419,2256,1141830480.0,1,31201
31201,722,2256,1141831440.0,-1,31202
31202,1042,2256,1141844760.0,1,31203
31203,2958,2256,1141853580.0,1,31204
31204,3005,2256,1141860060.0,1,31205
31205,3006,2256,1141864320.0,1,31206
31206,1538,2256,1141865700.0,1,31207
31207,1608,2256,1141874460.0,1,31208
31208,1496,2256,1141876680.0,1,31209
31209,3028,2256,1141879560.0,1,31210
31210,1732,2256,1141880100.0,1,31211
31211,2504,2256,1141889640.0,1,31212
31212,2473,2256,1141901580.0,1,31213
31213,2964,2256,1141914780.0,1,31214
31214,836,2256,1141920720.0,1,31215
31215,2435,2256,1141922520.0,1,31216
31216,2474,2256,1141928580.0,1,31217
31217,1848,2256,1141932660.0,1,31218
31218,769,2256,1141934400.0,1,31219
31219,1991,2256,1141937100.0,1,31220
31220,1062,2256,1141944060.0,1,31221
31221,1814,2256,1141944180.0,1,31222
31222,2559,2256,1142011920.0,1,31223
31223,2746,2256,1142015520.0,1,31224
31224,1428,2256,1142046420.0,1,31225
31225,3042,2256,1142048520.0,1,31226
31226,3043,2256,1142062380.0,1,31227
31227,826,2256,1142098560.0,1,31228
31228,3044,2256,1142136120.0,1,31229
31229,2651,2256,1142147700.0,1,31230
31230,1705,2256,1142148180.0,1,31231
31231,87,2256,1142161080.0,1,31232
31232,600,2256,1142172780.0,1,31233
31233,986,2256,1142186820.0,1,31234
31234,2871,3050,1141700100.0,-1,31235
31235,854,3050,1141700700.0,-1,31236
31236,1730,3050,1141701480.0,-1,31237
31237,727,3050,1141703100.0,-1,31238
31238,2541,3050,1141705800.0,-1,31239
31239,946,3050,1141711140.0,-1,31240
31240,1700,3050,1141721940.0,-1,31241
31241,2560,3050,1141727520.0,-1,31242
31242,2231,3050,1141729200.0,-1,31243
31243,2688,3050,1141731600.0,-1,31244
31244,2504,3050,1141731660.0,-1,31245
31245,1207,3050,1141743780.0,1,31246
31246,2411,3050,1141744320.0,-1,31247
31247,2565,3050,1141745220.0,1,31248
31248,722,3050,1141751400.0,-1,31249
31249,2822,3050,1141752000.0,-1,31250
31250,1196,3050,1141760940.0,-1,31251
31251,2547,3050,1141761120.0,-1,31252
31252,2114,3050,1141774320.0,-1,31253
31253,1305,3050,1141777140.0,-1,31254
31254,2497,3050,1141784040.0,1,31255
31255,871,3050,1141784340.0,-1,31256
31256,766,3050,1141834980.0,-1,31257
31257,3006,3050,1141863480.0,-1,31258
31258,3048,3050,1141865940.0,-1,31259
31259,2473,3050,1141901700.0,-1,31260
31260,3026,3050,1141942560.0,-1,31261
31261,1814,3050,1141944360.0,-1,31262
31262,1922,3050,1142096940.0,-1,31263
31263,3049,3050,1142166420.0,-1,31264
31264,3046,3050,1142182500.0,1,31265
31265,86,3050,1142287200.0,-1,31266
31266,68,3050,1142301660.0,-1,31267
31267,3051,3056,1141729980.0,1,31268
31268,2704,3056,1141729980.0,-1,31269
31269,2231,3056,1141730100.0,-1,31270
31270,2565,3056,1141745100.0,1,31271
31271,3052,3056,1141747560.0,1,31272
31272,722,3056,1141751580.0,-1,31273
31273,1166,3056,1141751760.0,-1,31274
31274,2822,3056,1141751820.0,-1,31275
31275,3053,3056,1141753020.0,1,31276
31276,2796,3056,1141756020.0,-1,31277
31277,2547,3056,1141761540.0,-1,31278
31278,2251,3056,1141762740.0,-1,31279
31279,841,3056,1141762800.0,-1,31280
31280,1135,3056,1141766640.0,-1,31281
31281,2114,3056,1141766940.0,-1,31282
31282,2995,3056,1141769820.0,-1,31283
31283,2940,3056,1141771140.0,-1,31284
31284,2485,3056,1141771560.0,-1,31285
31285,2654,3056,1141771980.0,-1,31286
31286,1305,3056,1141777260.0,-1,31287
31287,2120,3056,1141790340.0,-1,31288
31288,147,3056,1141790460.0,-1,31289
31289,2371,3056,1141797840.0,-1,31290
31290,1207,3056,1141803120.0,1,31291
31291,2674,3056,1141824480.0,-1,31292
31292,2476,3056,1141828980.0,1,31293
31293,1419,3056,1141832040.0,-1,31294
31294,2646,3056,1141845360.0,-1,31295
31295,3054,3056,1141847100.0,1,31296
31296,2473,3056,1141901760.0,-1,31297
31297,1814,3056,1141944540.0,-1,31298
31298,2560,3056,1141979580.0,-1,31299
31299,2871,3056,1142067780.0,-1,31300
31300,2233,3056,1142072880.0,-1,31301
31301,1922,3056,1142097060.0,-1,31302
31302,3055,3056,1142112600.0,-1,31303
31303,826,3056,1142178660.0,-1,31304
31304,988,3056,1142212740.0,-1,31305
31305,68,3056,1142301480.0,-1,31306
31306,2595,1357,1140472800.0,1,31307
31307,3057,1357,1140474420.0,1,31308
31308,1253,3033,1141761960.0,1,31309
31309,2072,3033,1141770660.0,1,31310
31310,2476,3033,1141823940.0,1,31311
31311,2009,3033,1141915620.0,1,31312
31312,2230,3033,1141916040.0,1,31313
31313,1749,3033,1141916400.0,1,31314
31314,1319,3033,1141917420.0,1,31315
31315,813,3033,1141918320.0,1,31316
31316,1691,3033,1141919760.0,1,31317
31317,1166,3033,1141921020.0,1,31318
31318,2909,3033,1141927740.0,1,31319
31319,1767,3033,1141928580.0,1,31320
31320,2474,3033,1141929720.0,1,31321
31321,1549,3033,1141932780.0,1,31322
31322,1151,3033,1141932840.0,1,31323
31323,2822,3033,1141933020.0,1,31324
31324,3059,3033,1141934100.0,1,31325
31325,3047,3033,1141934220.0,1,31326
31326,3010,3033,1141938420.0,1,31327
31327,722,3033,1141940760.0,1,31328
31328,3026,3033,1141941480.0,1,31329
31329,2704,3033,1141943400.0,1,31330
31330,1062,3033,1141943700.0,1,31331
31331,1167,3033,1141944060.0,1,31332
31332,2237,3033,1141944840.0,1,31333
31333,1814,3033,1141945260.0,1,31334
31334,2948,3033,1141946040.0,1,31335
31335,2135,3033,1141956300.0,1,31336
31336,1395,3033,1141959240.0,1,31337
31337,1357,3033,1141963560.0,1,31338
31338,766,3033,1141964400.0,1,31339
31339,2371,3033,1141968360.0,1,31340
31340,1566,3033,1141972740.0,1,31341
31341,311,3033,1141973160.0,1,31342
31342,2688,3033,1141973280.0,1,31343
31343,1305,3033,1141975800.0,1,31344
31344,1267,3033,1141981680.0,1,31345
31345,1202,3033,1142000880.0,1,31346
31346,2565,3033,1142001300.0,1,31347
31347,2236,3033,1142015280.0,1,31348
31348,432,3033,1142019300.0,1,31349
31349,3060,3033,1142033820.0,1,31350
31350,1428,3033,1142045760.0,1,31351
31351,2871,3033,1142066640.0,1,31352
31352,2233,3033,1142072400.0,1,31353
31353,106,3033,1142082120.0,1,31354
31354,1097,3033,1142087100.0,1,31355
31355,988,3033,1142095680.0,1,31356
31356,1837,3033,1142102580.0,1,31357
31357,2605,3033,1142104740.0,1,31358
31358,1705,3033,1142149620.0,1,31359
31359,2356,3033,1142167140.0,1,31360
31360,600,3033,1142173320.0,1,31361
31361,1098,3033,1142182380.0,1,31362
31362,2912,3033,1142192940.0,1,31363
31363,2707,3033,1142195400.0,1,31364
31364,2507,3033,1142205120.0,1,31365
31365,2297,3033,1142216820.0,1,31366
31366,319,3033,1142218140.0,1,31367
31367,1024,3033,1142222520.0,1,31368
31368,1537,3033,1142236500.0,1,31369
31369,826,3033,1142246700.0,1,31370
31370,1137,3033,1142255880.0,1,31371
31371,3056,3033,1142277480.0,1,31372
31372,3061,3033,1142303940.0,1,31373
31373,3049,3033,1142312700.0,-1,31374
31374,1919,3033,1142363580.0,1,31375
31375,1200,3033,1142367540.0,1,31376
31376,2549,3033,1142371380.0,1,31377
31377,1492,3033,1142443140.0,1,31378
31378,2964,3033,1142449740.0,1,31379
31379,1496,3033,1142466240.0,1,31380
31380,3062,3033,1142473080.0,1,31381
31381,2576,3033,1142477340.0,1,31382
31382,2473,3033,1142504700.0,1,31383
31383,407,2617,1141771020.0,1,31384
31384,988,2617,1141773060.0,1,31385
31385,1135,2617,1141773720.0,1,31386
31386,2114,2617,1141774800.0,1,31387
31387,1305,2617,1141777380.0,1,31388
31388,1885,2617,1141777680.0,1,31389
31389,2565,2617,1141784040.0,1,31390
31390,2578,2617,1141787100.0,1,31391
31391,2995,2617,1141788600.0,1,31392
31392,2118,2617,1141788660.0,1,31393
31393,2807,2617,1141806780.0,1,31394
31394,784,2617,1141817220.0,1,31395
31395,2476,2617,1141828680.0,1,31396
31396,1419,2617,1141830720.0,1,31397
31397,766,2617,1141835100.0,1,31398
31398,2541,2617,1141837680.0,1,31399
31399,1552,2617,1141837920.0,1,31400
31400,2587,2617,1141841160.0,1,31401
31401,2646,2617,1141845840.0,1,31402
31402,1050,2617,1141857120.0,1,31403
31403,3006,2617,1141863120.0,1,31404
31404,1608,2617,1141873920.0,1,31405
31405,2510,2617,1141879860.0,1,31406
31406,2688,2617,1141893960.0,1,31407
31407,2474,2617,1141929000.0,1,31408
31408,2611,2617,1141956720.0,1,31409
31409,2560,2617,1141979340.0,-1,31410
31410,2559,2617,1142012640.0,1,31411
31411,865,2617,1142041500.0,1,31412
31412,1428,2617,1142046240.0,1,31413
31413,2871,2617,1142067600.0,1,31414
31414,1922,2617,1142097300.0,-1,31415
31415,600,2617,1142172960.0,1,31416
31416,2707,2617,1142195220.0,1,31417
31417,2507,2617,1142205120.0,1,31418
31418,1769,2617,1142207640.0,1,31419
31419,1837,2617,1142223120.0,1,31420
31420,826,2617,1142232900.0,1,31421
31421,3049,2617,1142237700.0,-1,31422
31422,2976,2617,1142254500.0,1,31423
31423,1919,2617,1142363820.0,1,31424
31424,1200,2617,1142367240.0,1,31425
31425,2651,290,1141794420.0,1,31426
31426,2485,290,1141794840.0,1,31427
31427,2953,290,1141799100.0,1,31428
31428,319,290,1141799280.0,1,31429
31429,996,290,1141800600.0,1,31430
31430,784,290,1141804080.0,-1,31431
31431,1280,290,1141805160.0,-1,31432
31432,2376,290,1141807500.0,1,31433
31433,1966,290,1141809180.0,1,31434
31434,2704,290,1141810500.0,-1,31435
31435,1319,290,1141812420.0,1,31436
31436,935,290,1141815120.0,1,31437
31437,1468,290,1141817760.0,1,31438
31438,2114,290,1141818000.0,1,31439
31439,3005,290,1141819080.0,1,31440
31440,2565,290,1141820760.0,1,31441
31441,1297,290,1141821540.0,1,31442
31442,1129,290,1141821780.0,1,31443
31443,87,290,1141822260.0,1,31444
31444,1236,290,1141822800.0,1,31445
31445,1390,290,1141823640.0,1,31446
31446,722,290,1141824120.0,-1,31447
31447,1751,290,1141825620.0,1,31448
31448,2549,290,1141826100.0,-1,31449
31449,2368,290,1141826520.0,1,31450
31450,2476,290,1141827660.0,1,31451
31451,1166,290,1141828260.0,-1,31452
31452,1374,290,1141831200.0,1,31453
31453,2323,290,1141836360.0,1,31454
31454,1549,290,1141836420.0,1,31455
31455,2541,290,1141837500.0,-1,31456
31456,2702,290,1141837620.0,-1,31457
31457,1583,290,1141846080.0,1,31458
31458,1820,290,1141846500.0,1,31459
31459,749,290,1141852440.0,1,31460
31460,2901,290,1141852560.0,-1,31461
31461,127,290,1141856640.0,1,31462
31462,47,290,1141857420.0,1,31463
31463,313,290,1141859640.0,1,31464
31464,3006,290,1141862940.0,1,31465
31465,986,290,1141870080.0,-1,31466
31466,1608,290,1141873800.0,1,31467
31467,2872,290,1141875180.0,-1,31468
31468,3025,290,1141877160.0,1,31469
31469,1585,290,1141878360.0,1,31470
31470,1285,290,1141880640.0,1,31471
31471,805,290,1141881000.0,1,31472
31472,2688,290,1141893660.0,1,31473
31473,650,290,1141895040.0,1,31474
31474,2473,290,1141901880.0,1,31475
31475,1164,290,1141912740.0,1,31476
31476,2417,290,1141914540.0,-1,31477
31477,1167,290,1141915800.0,-1,31478
31478,1700,290,1141919100.0,1,31479
31479,695,290,1141925880.0,1,31480
31480,2508,290,1141930500.0,1,31481
31481,1151,290,1141932300.0,1,31482
31482,2900,290,1141934040.0,1,31483
31483,769,290,1141934280.0,1,31484
31484,663,290,1141934520.0,-1,31485
31485,3026,290,1141941900.0,1,31486
31486,1814,290,1141944960.0,1,31487
31487,172,290,1141948680.0,-1,31488
31488,1896,290,1141953660.0,-1,31489
31489,707,290,1141960260.0,1,31490
31490,1230,290,1141964460.0,1,31491
31491,1305,290,1141975740.0,1,31492
31492,2560,290,1141979220.0,-1,31493
31493,2130,290,1141986000.0,1,31494
31494,166,290,1141997760.0,1,31495
31495,346,290,1142002260.0,-1,31496
31496,1360,290,1142021880.0,-1,31497
31497,1734,290,1142025780.0,1,31498
31498,1428,290,1142046120.0,-1,31499
31499,546,290,1142055780.0,1,31500
31500,1193,290,1142055900.0,1,31501
31501,2871,290,1142067480.0,1,31502
31502,412,290,1142084340.0,1,31503
31503,3007,290,1142086380.0,-1,31504
31504,90,290,1142088900.0,1,31505
31505,1470,290,1142089800.0,1,31506
31506,988,290,1142095140.0,1,31507
31507,1922,290,1142097540.0,1,31508
31508,2474,290,1142124240.0,1,31509
31509,1862,290,1142127660.0,-1,31510
31510,634,290,1142134860.0,1,31511
31511,2940,290,1142135700.0,-1,31512
31512,280,290,1142144400.0,1,31513
31513,600,290,1142173200.0,1,31514
31514,2707,290,1142195340.0,1,31515
31515,457,290,1142197200.0,1,31516
31516,12,290,1142221020.0,-1,31517
31517,1837,290,1142223360.0,1,31518
31518,1024,290,1142223660.0,1,31519
31519,826,290,1142233200.0,1,31520
31520,1051,290,1142247660.0,1,31521
31521,113,290,1142266980.0,1,31522
31522,2559,290,1142271720.0,-1,31523
31523,978,290,1142274960.0,1,31524
31524,1055,290,1142279220.0,1,31525
31525,1522,290,1142284800.0,-1,31526
31526,3066,290,1142296560.0,1,31527
31527,68,290,1142301120.0,-1,31528
31528,2737,290,1142311140.0,1,31529
31529,1506,290,1142326380.0,-1,31530
31530,2752,290,1142362620.0,1,31531
31531,1919,290,1142363700.0,1,31532
31532,1200,290,1142367420.0,-1,31533
31533,405,290,1142388120.0,-1,31534
31534,311,3068,1141814460.0,-1,31535
31535,2933,3068,1141816140.0,-1,31536
31536,1622,3068,1141816380.0,-1,31537
31537,2114,3068,1141817880.0,-1,31538
31538,2565,3068,1141820640.0,1,31539
31539,2231,3068,1141820820.0,-1,31540
31540,2674,3068,1141823220.0,-1,31541
31541,722,3068,1141823520.0,-1,31542
31542,2476,3068,1141824960.0,1,31543
31543,2416,3068,1141836360.0,-1,31544
31544,2822,3068,1141836540.0,-1,31545
31545,2541,3068,1141837140.0,1,31546
31546,2371,3068,1141843260.0,-1,31547
31547,2901,3068,1141852500.0,-1,31548
31548,2504,3068,1141856880.0,-1,31549
31549,2120,3068,1141862220.0,-1,31550
31550,3006,3068,1141862820.0,-1,31551
31551,3047,3068,1141871820.0,-1,31552
31552,2547,3068,1141877700.0,-1,31553
31553,2473,3068,1141901940.0,-1,31554
31554,2474,3068,1141929540.0,-1,31555
31555,2702,2991,1141845300.0,-1,31556
31556,1583,2991,1141845720.0,1,31557
31557,988,2991,1141846500.0,-1,31558
31558,89,2991,1141851780.0,1,31559
31559,2993,2991,1141852980.0,1,31560
31560,3070,2991,1141853400.0,1,31561
31561,3047,2991,1141859520.0,1,31562
31562,2541,2991,1141864380.0,-1,31563
31563,3006,2991,1141868820.0,1,31564
31564,1820,2991,1141875780.0,-1,31565
31565,2547,2991,1141880580.0,-1,31566
31566,2704,2991,1141892760.0,-1,31567
31567,2417,2991,1141913640.0,1,31568
31568,2565,2991,1141914540.0,1,31569
31569,1749,2991,1141916760.0,1,31570
31570,1166,2991,1141924320.0,-1,31571
31571,1767,2991,1141928460.0,-1,31572
31572,2177,2991,1141929180.0,-1,31573
31573,1012,2991,1141929420.0,-1,31574
31574,2193,2991,1141929600.0,1,31575
31575,3037,2991,1141929960.0,-1,31576
31576,2822,2991,1141933800.0,-1,31577
31577,722,2991,1141939860.0,-1,31578
31578,1814,2991,1141945140.0,-1,31579
31579,1794,2251,1141877400.0,1,31580
31580,3071,2251,1141926420.0,1,31581
31581,2411,2251,1141934400.0,1,31582
31582,842,2251,1141935900.0,1,31583
31583,1549,2251,1141936620.0,1,31584
31584,2541,2251,1141937100.0,1,31585
31585,854,2251,1141937460.0,1,31586
31586,2114,2251,1141939020.0,1,31587
31587,3026,2251,1141941300.0,1,31588
31588,2707,2251,1141942080.0,1,31589
31589,2704,2251,1141942920.0,1,31590
31590,1062,2251,1141943580.0,1,31591
31591,3010,2251,1141943640.0,1,31592
31592,1814,2251,1141945380.0,1,31593
31593,2948,2251,1141945500.0,1,31594
31594,1247,2251,1141954020.0,1,31595
31595,2135,2251,1141955040.0,1,31596
31596,2702,2251,1141956420.0,1,31597
31597,1166,2251,1141957200.0,1,31598
31598,1236,2251,1141958100.0,1,31599
31599,1395,2251,1141959180.0,1,31600
31600,2674,2251,1141959300.0,1,31601
31601,1608,2251,1141959600.0,1,31602
31602,766,2251,1141964280.0,1,31603
31603,2968,2251,1141967700.0,1,31604
31604,2371,2251,1141968540.0,1,31605
31605,2688,2251,1141973520.0,1,31606
31606,1305,2251,1141975860.0,1,31607
31607,1267,2251,1141981680.0,1,31608
31608,1151,2251,1141988580.0,1,31609
31609,3072,2251,1141992060.0,1,31610
31610,3047,2251,1141999140.0,1,31611
31611,1202,2251,1142000820.0,1,31612
31612,2565,2251,1142001240.0,1,31613
31613,1280,2251,1142014320.0,1,31614
31614,2236,2251,1142015100.0,1,31615
31615,2727,2251,1142016540.0,1,31616
31616,432,2251,1142019060.0,1,31617
31617,1795,2251,1142022540.0,1,31618
31618,3007,2251,1142031540.0,1,31619
31619,3060,2251,1142033640.0,1,31620
31620,2299,2251,1142038320.0,1,31621
31621,3073,2251,1142040600.0,1,31622
31622,3046,2251,1142046900.0,1,31623
31623,2237,2251,1142047020.0,1,31624
31624,1789,2251,1142050680.0,1,31625
31625,996,2251,1142062800.0,1,31626
31626,2871,2251,1142066580.0,1,31627
31627,2233,2251,1142072280.0,1,31628
31628,813,2251,1142082000.0,1,31629
31629,988,2251,1142095740.0,1,31630
31630,1922,2251,1142097720.0,1,31631
31631,2252,2251,1142098380.0,1,31632
31632,1837,2251,1142102520.0,1,31633
31633,601,2251,1142103180.0,1,31634
31634,3074,2251,1142103240.0,1,31635
31635,2605,2251,1142104920.0,1,31636
31636,3059,2251,1142116080.0,1,31637
31637,2474,2251,1142124600.0,1,31638
31638,1098,2251,1142125440.0,1,31639
31639,1424,2251,1142131380.0,1,31640
31640,2940,2251,1142135340.0,1,31641
31641,1705,2251,1142149740.0,1,31642
31642,600,2251,1142173380.0,1,31643
31643,986,2251,1142188260.0,1,31644
31644,2665,2251,1142191560.0,1,31645
31645,2912,2251,1142192700.0,1,31646
31646,346,2251,1142244780.0,1,31647
31647,826,2251,1142246880.0,1,31648
31648,1754,2251,1142251860.0,1,31649
31649,3075,2251,1142273040.0,1,31650
31650,3056,2251,1142277360.0,1,31651
31651,1291,2251,1142289720.0,1,31652
31652,2598,2251,1142322480.0,1,31653
31653,2506,2251,1142327880.0,1,31654
31654,1919,2251,1142363520.0,1,31655
31655,2549,2251,1142371080.0,1,31656
31656,3076,2251,1142390160.0,1,31657
31657,1783,2251,1142393340.0,1,31658
31658,722,2251,1142427540.0,1,31659
31659,1492,2251,1142443020.0,1,31660
31660,1200,2251,1142450640.0,1,31661
31661,1496,2251,1142466180.0,1,31662
31662,2576,2251,1142477400.0,1,31663
31663,937,2251,1142503980.0,1,31664
31664,2473,2251,1142504760.0,1,31665
31665,3033,2251,1142536260.0,1,31666
31666,1549,2411,1141936860.0,-1,31667
31667,3026,2411,1141941240.0,1,31668
31668,842,2411,1141941720.0,1,31669
31669,2704,2411,1141942620.0,-1,31670
31670,1166,2411,1141966020.0,-1,31671
31671,2371,2411,1141968720.0,-1,31672
31672,2274,2411,1141973460.0,1,31673
31673,2560,2411,1141978740.0,-1,31674
31674,2565,2411,1142001180.0,1,31675
31675,1717,2411,1142008380.0,1,31676
31676,722,2411,1142010180.0,-1,31677
31677,2236,2411,1142013900.0,1,31678
31678,3047,2411,1142016840.0,1,31679
31679,1132,2411,1142036820.0,1,31680
31680,2176,2411,1142038740.0,-1,31681
31681,1428,2411,1142045580.0,1,31682
31682,2871,2411,1142064720.0,-1,31683
31683,2230,2411,1142083500.0,1,31684
31684,3046,2411,1142093940.0,1,31685
31685,1922,2411,1142097840.0,-1,31686
31686,2476,2411,1142102700.0,-1,31687
31687,784,2411,1142103780.0,1,31688
31688,1424,2411,1142130900.0,1,31689
31689,2379,2411,1142236620.0,1,31690
31690,346,2411,1142244480.0,-1,31691
31691,2559,2411,1142272320.0,-1,31692
31692,3056,2411,1142277180.0,-1,31693
31693,1919,2411,1142363460.0,1,31694
31694,1492,2411,1142442840.0,1,31695
31695,2576,2411,1142477400.0,1,31696
31696,3077,2411,1142502480.0,1,31697
31697,3078,2411,1142534520.0,1,31698
31698,2904,2411,1142543460.0,1,31699
31699,2102,3080,1142039820.0,-1,31700
31700,2230,3080,1142039820.0,-1,31701
31701,1549,3080,1142042160.0,-1,31702
31702,2274,3080,1142042940.0,-1,31703
31703,2416,3080,1142043000.0,-1,31704
31704,1428,3080,1142045340.0,-1,31705
31705,2688,3080,1142049660.0,-1,31706
31706,2371,3080,1142055600.0,-1,31707
31707,2871,3080,1142064360.0,-1,31708
31708,2593,3082,1142111820.0,-1,31709
31709,1922,3082,1142112060.0,-1,31710
31710,2594,3082,1142112180.0,-1,31711
31711,3063,3082,1142112300.0,1,31712
31712,3081,3082,1142112360.0,-1,31713
31713,650,3082,1142113320.0,-1,31714
31714,2541,3082,1142113680.0,-1,31715
31715,2120,3082,1142114040.0,-1,31716
31716,1820,2593,1142114700.0,1,31717
31717,1151,2593,1142154840.0,1,31718
31718,1566,2593,1142155380.0,1,31719
31719,2838,2593,1142158260.0,1,31720
31720,2365,2593,1142158500.0,1,31721
31721,2565,2593,1142169240.0,1,31722
31722,650,2593,1142170620.0,1,31723
31723,1814,2593,1142173200.0,1,31724
31724,600,2593,1142173560.0,1,31725
31725,1098,2593,1142182680.0,1,31726
31726,1062,2593,1142183640.0,1,31727
31727,1608,2593,1142183760.0,1,31728
31728,2236,2593,1142191620.0,1,31729
31729,2497,2593,1142192160.0,1,31730
31730,2707,2593,1142195520.0,1,31731
31731,1621,2593,1142200020.0,1,31732
31732,1922,2593,1142200380.0,1,31733
31733,1236,2593,1142201280.0,1,31734
31734,310,2593,1142201700.0,1,31735
31735,1319,2593,1142203620.0,1,31736
31736,2560,2593,1142203860.0,1,31737
31737,2631,2593,1142204280.0,1,31738
31738,2507,2593,1142205180.0,1,31739
31739,1769,2593,1142207460.0,1,31740
31740,2272,2593,1142209560.0,1,31741
31741,68,2593,1142211300.0,1,31742
31742,1549,2593,1142212740.0,1,31743
31743,2900,2593,1142216400.0,1,31744
31744,1837,2593,1142222700.0,1,31745
31745,2474,2593,1142224020.0,1,31746
31746,3083,2593,1142226720.0,1,31747
31747,1691,2593,1142227680.0,1,31748
31748,2371,2593,1142228220.0,1,31749
31749,996,2593,1142229600.0,1,31750
31750,2688,2593,1142233140.0,1,31751
31751,2237,2593,1142234640.0,1,31752
31752,2912,2593,1142248020.0,1,31753
31753,813,2593,1142252880.0,1,31754
31754,704,2593,1142253660.0,1,31755
31755,2085,2593,1142254980.0,1,31756
31756,1734,2593,1142267820.0,1,31757
31757,1547,2593,1142271180.0,1,31758
31758,766,2593,1142272560.0,1,31759
31759,3056,2593,1142276820.0,1,31760
31760,1075,2593,1142284080.0,1,31761
31761,3059,2593,1142288820.0,1,31762
31762,2485,2593,1142293440.0,1,31763
31763,2510,2593,1142311440.0,1,31764
31764,3049,2593,1142313120.0,-1,31765
31765,1215,2593,1142319660.0,1,31766
31766,2598,2593,1142322300.0,1,31767
